AdultAge,Workclass,Education,Martial_Status,Relationship,Race,Sex,Continent,Target
>50 and <=60, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Local-gov, Assoc-acdm, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>60 and <=70, Private, HS-grad, Divorced, Other-relative, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Separated, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, 12th, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Unmarried, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,Asia, <=50K
>40 and <=50, Private, Assoc-acdm, Divorced, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
<=25,Never-worked, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25,Never-worked, 9th, Never-married, Not-in-family, White, Male,North America, <=50K
<=25, Local-gov, 10th, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,Europe, >50K
>30 and <=40, Self-emp-not-inc, Assoc-acdm, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, State-gov, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, 9th, Widowed, Unmarried, Black, Female,North America, <=50K
>40 and <=50, Private, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Self-emp-not-inc, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, State-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Never-married, Not-in-family, Black, Female,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, >50K
>40 and <=50, Private, Assoc-voc, Married-civ-spouse, Wife, White, Female,Europe, <=50K
>25 and <=30, Private, HS-grad, Married-spouse-absent, Not-in-family, Other, Female,South America, <=50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-acdm, Divorced, Unmarried, White, Female,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Private, Assoc-acdm, Separated, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, Black, Female,North America, <=50K
>50 and <=60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>50 and <=60, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, State-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>70 and <=80,Never-worked, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Local-gov, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>60 and <=70,Never-worked, 10th, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, State-gov, Bachelors, Never-married, Other-relative, White, Male,North America, <=50K
>60 and <=70,Never-worked, Some-college, Widowed, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Some-college, Separated, Not-in-family, Black, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Unmarried, White, Male,North America, <=50K
>40 and <=50, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
<=25, Private, 11th, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, 11th, Never-married, Own-child, White, Male,North America, <=50K
>50 and <=60, Self-emp-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-acdm, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50,Never-worked, Assoc-voc, Divorced, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Divorced, Unmarried, White, Male,North America, <=50K
>70 and <=80,Never-worked, Assoc-acdm, Married-civ-spouse, Wife, White, Female,North America, >50K
>50 and <=60, Local-gov, Masters, Divorced, Unmarried, White, Female,North America, <=50K
>60 and <=70, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, 7th-8th, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, 9th, Married-spouse-absent, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, 11th, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,North America, <=50K
>50 and <=60, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Divorced, Unmarried, White, Male,North America, <=50K
>40 and <=50, Private, 9th, Separated, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Divorced, Not-in-family, Black, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Unmarried, Other, Male,North America, <=50K
>30 and <=40, Federal-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Masters, Never-married, Not-in-family, Black, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, Masters, Divorced, Not-in-family, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,Antarctica, <=50K
>25 and <=30, Self-emp-not-inc, 10th, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Federal-gov, HS-grad, Married-spouse-absent, Not-in-family, Black, Female,North America, <=50K
<=25, Private, Some-college, Married-civ-spouse, Husband, Black, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, 1st-4th, Married-spouse-absent, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Separated, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, 5th-6th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Assoc-voc, Married-civ-spouse, Husband, Black, Male,North America, >50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, Other, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Wife, White, Female,North America, >50K
>25 and <=30, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
>30 and <=40, Private, 10th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, 11th, Divorced, Own-child, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, 11th, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
<=25, Local-gov, Bachelors, Never-married, Unmarried, Asian-Pac-Islander, Female,Asia, <=50K
>40 and <=50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Widowed, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Married-spouse-absent, Not-in-family, Other, Male,Asia, <=50K
<=25, Private, Some-college, Never-married, Not-in-family, Asian-Pac-Islander, Female,Asia, <=50K
>30 and <=40, Self-emp-not-inc, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, State-gov, Some-college, Separated, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, Doctorate, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Divorced, Unmarried, White, Male,North America, <=50K
>30 and <=40, Local-gov, HS-grad, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Separated, Unmarried, Black, Male,North America, <=50K
>25 and <=30, Private, Assoc-voc, Never-married, Not-in-family, Black, Male,North America, <=50K
>30 and <=40, Private, Masters, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Doctorate, Never-married, Not-in-family, White, Male,Asia, >50K
>25 and <=30, Private, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Never-married, Unmarried, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Some-college, Never-married, Not-in-family, Black, Female,North America, <=50K
>30 and <=40, Private, Assoc-acdm, Married-civ-spouse, Husband, White, Male,North America, <=50K
