Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-3,c-19,c-7,FL,ATL,PIT,>500 and <=600,N
c-11,c-20,c-1,DL,ATL,SFO,>1500,Y
c-1,c-5,c-3,EV,ATL,SAV,>200 and <=300,N
c-12,c-24,c-7,EV,DAB,ATL,>300 and <=400,N
c-3,c-31,c-5,OH,DSM,CVG,>500 and <=600,N
c-7,c-12,c-3,XE,OKC,EWR,>1000 and <=1500,Y
c-4,c-14,c-5,FL,ATL,TPA,>400 and <=500,N
c-10,c-17,c-1,DL,ATL,HSV,<=200,N
c-5,c-3,c-2,OH,LGA,CHS,>600 and <=700,N
c-10,c-6,c-5,DL,ATL,PHX,>1500,Y
c-4,c-16,c-6,EV,AGS,ATL,<=200,N
c-5,c-31,c-2,F9,LAX,DEN,>700 and <=1000,N
c-8,c-31,c-4,WN,MCO,FLL,<=200,N
c-4,c-10,c-7,XE,EWR,ROC,>200 and <=300,Y
c-4,c-19,c-3,OO,LAS,PSP,<=200,Y
c-3,c-3,c-4,MQ,ORD,CMI,<=200,N
c-5,c-30,c-1,MQ,LAX,SAN,<=200,N
c-3,c-2,c-3,NW,DTW,BDL,>500 and <=600,N
c-10,c-28,c-5,AS,LAS,PDX,>700 and <=1000,Y
c-1,c-8,c-6,DL,BOS,LAS,>1500,Y
c-2,c-10,c-4,AA,LGA,MSY,>1000 and <=1500,N
c-11,c-28,c-1,OH,CVG,HVN,>600 and <=700,Y
c-6,c-2,c-5,WN,PHX,SEA,>1000 and <=1500,Y
c-10,c-14,c-6,WN,ISP,FLL,>1000 and <=1500,N
c-3,c-15,c-2,NW,MDW,MSP,>300 and <=400,Y
c-1,c-29,c-7,UA,SAN,DEN,>700 and <=1000,N
c-8,c-15,c-2,EV,VLD,ATL,>200 and <=300,Y
c-10,c-23,c-7,AA,MIA,DFW,>1000 and <=1500,Y
c-12,c-31,c-6,AA,DFW,STL,>500 and <=600,Y
c-6,c-27,c-1,WN,BWI,SDF,>400 and <=500,Y
c-6,c-6,c-1,OO,PSP,LAX,<=200,N
c-1,c-24,c-1,FL,BWI,DAY,>400 and <=500,Y
c-3,c-6,c-7,OO,ORD,CMH,>200 and <=300,N
c-5,c-26,c-5,AA,KOA,LAX,>1500,N
c-8,c-15,c-2,WN,TUL,DAL,>200 and <=300,N
c-5,c-15,c-7,UA,DEN,PDX,>700 and <=1000,N
c-3,c-1,c-3,EV,GTR,ATL,>200 and <=300,N
c-5,c-26,c-4,HP,LAS,SAN,>200 and <=300,N
c-5,c-19,c-4,AA,EWR,MIA,>1000 and <=1500,N
c-8,c-12,c-5,CO,ELP,IAH,>600 and <=700,N
c-4,c-30,c-6,NW,MDW,DTW,>200 and <=300,N
c-2,c-15,c-3,XE,SAV,IAH,>700 and <=1000,Y
c-12,c-16,c-5,AA,SJU,ORD,>1500,N
c-1,c-15,c-7,NW,DTW,PHX,>1500,N
c-9,c-27,c-2,US,ORF,PHL,>200 and <=300,N
c-12,c-5,c-1,MQ,ORD,CVG,>200 and <=300,N
c-4,c-24,c-1,CO,EWR,MCO,>700 and <=1000,Y
c-9,c-2,c-5,DL,SJC,ATL,>1500,N
c-6,c-6,c-1,XE,EWR,RDU,>400 and <=500,N
c-8,c-25,c-4,EV,ATL,MDT,>600 and <=700,N
c-3,c-14,c-1,OH,BOS,BTV,<=200,Y
c-12,c-13,c-2,EV,BQK,ATL,>200 and <=300,N
c-6,c-1,c-4,AA,DFW,RIC,>1000 and <=1500,Y
c-7,c-7,c-4,EV,CVG,MOB,>600 and <=700,N
c-9,c-19,c-1,HA,HNL,LIH,<=200,Y
c-1,c-21,c-5,US,IND,DCA,>400 and <=500,N
c-5,c-11,c-4,UA,LAX,DEN,>700 and <=1000,N
c-4,c-24,c-1,AA,DFW,SNA,>1000 and <=1500,N
c-5,c-8,c-7,DH,IAD,SDF,>400 and <=500,N
c-3,c-18,c-6,UA,DEN,PHX,>600 and <=700,N
c-1,c-5,c-4,CO,SAN,IAH,>1000 and <=1500,N
c-5,c-31,c-2,UA,MSP,ORD,>300 and <=400,N
c-6,c-2,c-5,OO,SBA,LAX,<=200,N
c-9,c-10,c-7,FL,CAK,ATL,>500 and <=600,N
c-11,c-2,c-4,OH,LEX,CVG,<=200,N
c-9,c-29,c-4,DL,ATL,PBI,>500 and <=600,Y
c-1,c-31,c-1,AA,DFW,BWI,>1000 and <=1500,Y
c-8,c-19,c-6,NW,SLC,MSP,>700 and <=1000,N
c-3,c-6,c-7,DL,BUF,CVG,>400 and <=500,N
c-2,c-7,c-1,XE,IAH,BRO,>300 and <=400,N
c-11,c-14,c-1,XE,TLH,IAH,>600 and <=700,N
c-1,c-16,c-7,OO,DEN,DTW,>1000 and <=1500,N
c-4,c-26,c-2,WN,MDW,CMH,>200 and <=300,Y
c-6,c-15,c-4,WN,ONT,SMF,>300 and <=400,N
c-1,c-13,c-4,MQ,STL,RDU,>600 and <=700,N
c-4,c-20,c-3,NW,MSP,MCI,>300 and <=400,N
c-11,c-24,c-4,WN,BWI,ISP,>200 and <=300,N
c-5,c-10,c-2,AS,LAS,SEA,>700 and <=1000,N
c-5,c-12,c-5,US,PHL,BUF,>200 and <=300,N
c-4,c-16,c-6,AS,FAI,ANC,>200 and <=300,N
c-11,c-26,c-7,EV,GTR,ATL,>200 and <=300,N
c-10,c-23,c-1,XE,MKE,IAH,>700 and <=1000,N
c-1,c-10,c-1,WN,SAN,SJC,>400 and <=500,N
c-3,c-21,c-2,US,CLT,BDL,>600 and <=700,N
c-5,c-28,c-6,AA,MIA,PHL,>1000 and <=1500,N
c-3,c-20,c-1,US,BOS,LGA,<=200,N
c-4,c-1,c-6,WN,LAX,SAT,>1000 and <=1500,N
c-11,c-1,c-3,TZ,DFW,MDW,>700 and <=1000,N
c-2,c-28,c-2,CO,MHT,EWR,>200 and <=300,N
c-12,c-3,c-7,OO,LWS,SLC,>400 and <=500,N
c-7,c-28,c-4,HP,PHX,JFK,>1500,N
c-2,c-22,c-2,WN,PHL,LAX,>1500,N
c-5,c-11,c-3,UA,LAS,SFO,>400 and <=500,N
c-6,c-26,c-1,DL,ATL,SFO,>1500,N
c-4,c-21,c-5,AA,DFW,SLC,>700 and <=1000,N
c-11,c-13,c-7,MQ,MLI,DFW,>600 and <=700,N
c-5,c-17,c-2,WN,HOU,LAX,>1000 and <=1500,N
c-3,c-20,c-1,FL,ATL,PNS,>200 and <=300,N
c-2,c-21,c-2,DL,MSY,ATL,>400 and <=500,N
c-4,c-4,c-1,MQ,CMH,LGA,>400 and <=500,N
c-1,c-12,c-4,YV,TUS,PHX,<=200,Y
c-3,c-15,c-2,DH,ALB,IAD,>300 and <=400,N
c-8,c-21,c-1,WN,SJC,SAN,>400 and <=500,N
c-12,c-13,c-2,US,PHL,CLT,>400 and <=500,N
c-5,c-14,c-7,AS,YAK,CDV,>200 and <=300,N
c-11,c-23,c-3,CO,EWR,TPA,>700 and <=1000,N
c-10,c-24,c-2,US,PHL,RDU,>300 and <=400,N
c-9,c-24,c-7,UA,IAD,ORD,>500 and <=600,Y
c-7,c-15,c-6,AS,SFO,PDX,>500 and <=600,N
c-12,c-26,c-2,CO,SAT,EWR,>1500,N
c-5,c-22,c-1,MQ,SAN,LAX,<=200,N
c-11,c-12,c-7,OO,BFL,SFO,>200 and <=300,N
c-6,c-6,c-1,MQ,ORD,DAY,>200 and <=300,Y
c-12,c-11,c-1,FL,MDW,ATL,>500 and <=600,N
c-6,c-28,c-3,WN,LAS,RNO,>300 and <=400,N
c-8,c-13,c-7,US,PHX,PIT,>1500,N
c-1,c-5,c-4,UA,ORD,DEN,>700 and <=1000,Y
c-8,c-25,c-4,EV,SFO,SLC,>500 and <=600,N
c-7,c-27,c-3,WN,MSY,MCO,>500 and <=600,N
c-11,c-17,c-5,CO,IAH,ATL,>600 and <=700,N
c-3,c-19,c-6,NW,MKE,MSP,>200 and <=300,N
c-8,c-16,c-2,MQ,LGA,DCA,>200 and <=300,N
c-7,c-12,c-3,OO,BLI,SLC,>700 and <=1000,N
c-5,c-21,c-7,AA,MIA,LAS,>1500,N
c-6,c-21,c-2,US,CLT,RIC,>200 and <=300,N
c-7,c-31,c-1,WN,OMA,MDW,>400 and <=500,N
c-10,c-17,c-2,US,PIT,PHL,>200 and <=300,N
c-7,c-7,c-4,MQ,OMA,ORD,>400 and <=500,N
c-4,c-24,c-7,WN,ELP,PHX,>300 and <=400,Y
c-2,c-8,c-2,NW,MEM,DCA,>700 and <=1000,N
c-7,c-19,c-2,WN,SEA,OAK,>600 and <=700,Y
c-8,c-6,c-6,AA,PSP,DFW,>1000 and <=1500,N
c-9,c-21,c-3,WN,PDX,SMF,>400 and <=500,N
c-3,c-22,c-3,AA,LAX,EWR,>1500,N
c-5,c-19,c-4,DL,SLC,CVG,>1000 and <=1500,N
c-8,c-4,c-4,WN,STL,PHX,>1000 and <=1500,N
c-9,c-26,c-2,DL,ATL,IAD,>500 and <=600,N
c-8,c-18,c-4,WN,MDW,SDF,>200 and <=300,N
c-1,c-22,c-7,US,PDX,PHX,>1000 and <=1500,N
c-2,c-17,c-5,F9,DEN,MSP,>600 and <=700,Y
c-4,c-2,c-7,WN,ELP,AUS,>500 and <=600,N
c-10,c-29,c-7,OH,BTR,DCA,>700 and <=1000,N
c-4,c-22,c-6,NW,TPA,DTW,>700 and <=1000,Y
c-11,c-19,c-6,US,DCA,CLT,>300 and <=400,N
c-5,c-9,c-2,WN,PDX,BOI,>300 and <=400,N
c-5,c-4,c-4,US,SLC,PHX,>500 and <=600,N
c-12,c-1,c-4,XE,BNA,IAH,>600 and <=700,Y
c-7,c-21,c-5,MQ,RDU,BOS,>600 and <=700,N
c-2,c-1,c-2,OO,LAX,SGU,>300 and <=400,N
c-3,c-4,c-6,YV,PIT,IAD,<=200,N
c-1,c-17,c-1,OO,SFO,RDM,>400 and <=500,N
c-1,c-4,c-3,OO,SLC,BIL,>300 and <=400,N
c-12,c-16,c-5,WN,HOU,ELP,>600 and <=700,Y
c-5,c-10,c-3,UA,ORD,OAK,>1500,N
c-4,c-27,c-4,XE,IAH,BTR,>200 and <=300,Y
c-5,c-3,c-2,US,CLT,BNA,>300 and <=400,N
c-10,c-20,c-4,OO,SLC,TUL,>700 and <=1000,N
c-5,c-9,c-1,CO,IAH,ELP,>600 and <=700,N
c-3,c-15,c-2,OO,SEA,GEG,>200 and <=300,N
c-12,c-28,c-3,UA,SNA,SFO,>300 and <=400,N
c-11,c-9,c-3,WN,BNA,HOU,>600 and <=700,N
c-2,c-12,c-6,OH,JFK,BOS,<=200,N
c-10,c-8,c-7,OH,CVG,BDL,>600 and <=700,N
c-8,c-2,c-2,HP,SMF,LAS,>300 and <=400,N
c-4,c-1,c-6,XE,MKE,CLE,>300 and <=400,N
c-2,c-23,c-3,AA,DFW,SMF,>1000 and <=1500,N
c-1,c-17,c-2,NW,DCA,DTW,>400 and <=500,N
c-11,c-25,c-6,WN,SAN,LAS,>200 and <=300,N
c-8,c-26,c-6,XE,CLE,IAD,>200 and <=300,N
c-3,c-28,c-1,EV,ATL,HOU,>600 and <=700,Y
c-7,c-25,c-1,OO,SFO,FAT,<=200,N
c-10,c-27,c-4,AA,LGA,ATL,>700 and <=1000,N
c-2,c-24,c-4,AS,SAN,SEA,>1000 and <=1500,N
c-4,c-11,c-1,XE,MAF,IAH,>400 and <=500,N
c-2,c-12,c-6,MQ,JFK,BOS,<=200,N
c-10,c-17,c-2,UA,DEN,LAS,>600 and <=700,Y
c-8,c-27,c-7,WN,MHT,MDW,>700 and <=1000,N
c-2,c-13,c-1,OH,CVG,STL,>300 and <=400,N
c-10,c-31,c-2,WN,MDW,ISP,>700 and <=1000,N
c-2,c-10,c-4,OH,IAD,ATL,>500 and <=600,N
c-9,c-10,c-7,DL,ATL,PIT,>500 and <=600,N
c-8,c-11,c-5,XE,PWM,EWR,>200 and <=300,N
c-8,c-4,c-5,NW,MSP,DLH,<=200,N
c-6,c-21,c-3,EV,AEX,ATL,>400 and <=500,Y
c-3,c-31,c-4,FL,BWI,BOS,>300 and <=400,Y
c-7,c-7,c-5,UA,ORD,DEN,>700 and <=1000,Y
c-6,c-30,c-4,AA,SJC,DFW,>1000 and <=1500,N
c-2,c-7,c-1,AA,LAX,SFO,>300 and <=400,N
c-9,c-12,c-1,WN,SMF,PHX,>600 and <=700,Y
c-12,c-4,c-7,B6,BTV,JFK,>200 and <=300,Y
c-4,c-18,c-1,FL,IAD,ATL,>500 and <=600,N
c-4,c-23,c-6,FL,ATL,SRQ,>400 and <=500,N
c-10,c-3,c-1,AA,DFW,EWR,>1000 and <=1500,N
c-8,c-17,c-4,OO,COD,SLC,>200 and <=300,N
c-8,c-24,c-3,HP,PHX,LAX,>300 and <=400,N
c-1,c-10,c-1,WN,PHX,IND,>1000 and <=1500,N
c-1,c-1,c-6,DL,CVG,DCA,>400 and <=500,Y
c-7,c-31,c-7,US,DCA,CLT,>300 and <=400,N
c-7,c-2,c-7,WN,BNA,BHM,<=200,N
c-8,c-1,c-2,WN,MCI,LAS,>1000 and <=1500,N
c-12,c-30,c-5,FL,ATL,MLI,>600 and <=700,N
c-4,c-20,c-3,DL,ONT,ATL,>1500,N
c-4,c-30,c-7,MQ,ORD,DSM,>200 and <=300,N
c-11,c-6,c-1,OH,PHL,CVG,>500 and <=600,N
c-4,c-5,c-2,OO,COS,ORD,>700 and <=1000,N
c-3,c-4,c-5,NW,MSP,DFW,>700 and <=1000,N
c-3,c-22,c-3,AA,TPA,LGA,>1000 and <=1500,N
c-7,c-30,c-6,OO,DEN,MFR,>700 and <=1000,N
c-8,c-8,c-1,AA,OMA,DFW,>500 and <=600,N
c-3,c-8,c-3,UA,SJC,DEN,>700 and <=1000,N
c-2,c-18,c-6,WN,LAX,RNO,>300 and <=400,Y
c-6,c-23,c-5,OH,CVG,STL,>300 and <=400,Y
c-5,c-24,c-3,US,CMH,DCA,>300 and <=400,N
c-4,c-5,c-2,DL,ATL,LAS,>1500,N
c-9,c-29,c-5,WN,ONT,PHX,>300 and <=400,N
c-8,c-30,c-3,WN,LAX,BWI,>1500,N
c-7,c-30,c-6,OO,SFO,SBP,<=200,N
c-10,c-29,c-6,WN,MCO,FLL,<=200,N
c-9,c-4,c-1,FL,CAK,BOS,>500 and <=600,N
c-7,c-9,c-6,AS,KTN,SEA,>600 and <=700,Y
c-10,c-13,c-5,MQ,BOS,RDU,>600 and <=700,N
c-2,c-9,c-3,MQ,LIT,ORD,>500 and <=600,Y
c-6,c-13,c-1,WN,STL,HOU,>600 and <=700,N
c-5,c-23,c-1,OO,DEN,BIL,>400 and <=500,Y
c-5,c-2,c-1,NW,MSP,ABQ,>700 and <=1000,N
c-11,c-3,c-4,CO,MFE,IAH,>300 and <=400,N
c-9,c-7,c-3,DL,ATL,RDU,>300 and <=400,N
c-8,c-4,c-4,OH,FWA,CVG,<=200,N
c-11,c-30,c-3,WN,LAS,TUL,>1000 and <=1500,N
c-8,c-8,c-2,AA,BOS,MIA,>1000 and <=1500,Y
c-3,c-14,c-2,XE,IAH,AMA,>500 and <=600,N
c-6,c-27,c-1,US,PWM,PHL,>300 and <=400,N
c-8,c-24,c-3,OO,SFO,BFL,>200 and <=300,N
c-1,c-30,c-7,MQ,BUF,ORD,>400 and <=500,N
c-9,c-24,c-7,AA,DFW,MSY,>400 and <=500,N
c-2,c-5,c-6,DH,SWF,IAD,>200 and <=300,N
c-3,c-31,c-5,UA,DEN,GEG,>700 and <=1000,Y
c-6,c-23,c-4,MQ,ORD,SWF,>700 and <=1000,N
c-6,c-5,c-1,WN,MHT,BWI,>300 and <=400,N
c-5,c-6,c-5,DL,SLC,DTW,>1000 and <=1500,N
c-2,c-7,c-2,AA,OMA,ORD,>400 and <=500,N
c-6,c-24,c-6,OO,LAX,SMX,<=200,N
c-12,c-17,c-6,AA,SFO,LAX,>300 and <=400,Y
c-3,c-14,c-1,DL,SNA,SLC,>500 and <=600,N
c-7,c-5,c-2,OH,CVG,GRB,>400 and <=500,N
c-11,c-7,c-2,AA,DFW,STL,>500 and <=600,N
c-10,c-9,c-7,AA,IAD,SJU,>1500,N
c-3,c-31,c-4,WN,SJC,SNA,>300 and <=400,N
c-3,c-17,c-4,OH,PWM,LGA,>200 and <=300,N
c-5,c-25,c-4,WN,OAK,LAS,>400 and <=500,N
c-9,c-22,c-4,US,CLT,SFO,>1500,N
c-10,c-28,c-5,DL,CVG,MSY,>600 and <=700,Y
c-9,c-4,c-7,EV,ATL,CHO,>400 and <=500,N
c-9,c-15,c-5,NW,FAI,MSP,>1500,N
c-11,c-30,c-4,US,LGA,PIT,>300 and <=400,N
c-4,c-28,c-5,WN,DAL,ELP,>500 and <=600,N
c-11,c-28,c-1,AA,LAX,DFW,>1000 and <=1500,N
c-8,c-2,c-3,FL,FLL,BWI,>700 and <=1000,N
c-5,c-19,c-5,NW,DTW,RSW,>1000 and <=1500,N
c-5,c-22,c-1,OO,GRB,ORD,<=200,N
c-7,c-29,c-5,CO,PBI,EWR,>1000 and <=1500,N
c-8,c-7,c-1,DL,LAX,CMH,>1500,N
c-10,c-22,c-7,AA,DFW,OKC,<=200,N
c-5,c-11,c-4,WN,LAS,LIT,>1000 and <=1500,Y
c-6,c-22,c-4,AS,OME,ANC,>500 and <=600,N
c-12,c-24,c-7,YV,PHX,YUM,<=200,Y
c-11,c-13,c-7,DL,BDL,FLL,>1000 and <=1500,N
c-10,c-26,c-4,WN,PHX,OAK,>600 and <=700,N
c-9,c-22,c-4,DL,SLC,LAS,>300 and <=400,N
c-12,c-22,c-4,WN,LAS,OMA,>1000 and <=1500,Y
c-10,c-13,c-5,MQ,DFW,ICT,>300 and <=400,N
c-8,c-27,c-6,DL,BWI,ATL,>500 and <=600,N
c-7,c-21,c-4,WN,ABQ,SAN,>600 and <=700,N
c-1,c-7,c-5,HP,MSP,LAS,>1000 and <=1500,N
c-10,c-8,c-7,US,FLL,CLT,>600 and <=700,Y
c-10,c-17,c-2,WN,ONT,OAK,>300 and <=400,N
c-7,c-23,c-6,OO,MRY,LAX,>200 and <=300,N
c-2,c-3,c-4,US,PIT,EWR,>300 and <=400,N
c-5,c-4,c-3,MQ,LAX,MRY,>200 and <=300,N
c-8,c-31,c-4,OH,JFK,ORD,>700 and <=1000,N
c-4,c-11,c-1,WN,HOU,MSY,>300 and <=400,N
c-11,c-1,c-3,CO,IAH,DCA,>1000 and <=1500,N
c-9,c-15,c-4,AA,LAX,BOS,>1500,N
c-4,c-26,c-3,CO,IAH,SMF,>1500,N
c-2,c-28,c-2,MQ,DFW,OKC,<=200,N
c-4,c-12,c-3,MQ,TXK,DFW,<=200,N
c-10,c-5,c-3,AA,DFW,STL,>500 and <=600,N
c-9,c-7,c-4,WN,PHX,ONT,>300 and <=400,N
c-9,c-17,c-6,DL,RSW,ATL,>500 and <=600,N
c-5,c-31,c-2,XE,IAH,CRP,>200 and <=300,N
c-5,c-21,c-6,MQ,ACT,DFW,<=200,N
c-11,c-7,c-2,XE,EWR,RIC,>200 and <=300,N
c-10,c-1,c-6,DL,BWI,SLC,>1500,N
c-11,c-3,c-4,DL,BDL,ATL,>700 and <=1000,N
c-7,c-25,c-2,XE,EWR,CMH,>400 and <=500,N
c-9,c-19,c-2,WN,SNA,LAS,>200 and <=300,N
c-8,c-7,c-1,DL,ATL,JAN,>300 and <=400,N
c-11,c-17,c-4,EV,ILM,ATL,>300 and <=400,N
c-10,c-24,c-2,OO,SLC,PDX,>600 and <=700,N
c-4,c-17,c-1,XE,DSM,IAH,>700 and <=1000,N
c-10,c-16,c-7,OO,SGU,LAX,>300 and <=400,N
c-7,c-27,c-3,OO,HLN,SLC,>400 and <=500,N
c-9,c-7,c-3,DL,ATL,LAX,>1500,N
c-9,c-3,c-6,XE,ORD,CLE,>300 and <=400,N
c-5,c-9,c-2,NW,CID,MSP,>200 and <=300,N
c-2,c-6,c-1,US,DCA,PHX,>1500,N
c-7,c-23,c-6,MQ,DFW,PNS,>600 and <=700,N
c-5,c-6,c-5,WN,STL,LIT,>200 and <=300,N
c-2,c-16,c-3,NW,DTW,ORF,>500 and <=600,N
c-1,c-21,c-5,AA,IND,ORD,<=200,N
c-10,c-16,c-7,WN,ABQ,MAF,>300 and <=400,Y
c-4,c-17,c-7,CO,BWI,IAH,>1000 and <=1500,N
c-10,c-17,c-2,US,ALB,DCA,>300 and <=400,N
c-8,c-18,c-5,DL,LAX,SLC,>500 and <=600,N
c-7,c-4,c-2,EV,ATL,DAB,>300 and <=400,N
c-11,c-14,c-2,NW,DTW,SFO,>1500,N
c-6,c-23,c-5,OH,CVG,CHS,>400 and <=500,N
c-2,c-12,c-6,UA,ALB,ORD,>700 and <=1000,N
c-3,c-8,c-2,XE,IAH,CRP,>200 and <=300,N
c-4,c-3,c-1,UA,SAN,ORD,>1500,Y
c-8,c-6,c-7,WN,SEA,GEG,>200 and <=300,N
c-6,c-14,c-2,AS,SAN,SEA,>1000 and <=1500,Y
c-11,c-23,c-4,NW,BWI,DTW,>400 and <=500,N
c-9,c-20,c-2,NW,BIS,MSP,>300 and <=400,N
c-4,c-15,c-5,NW,MEM,MCI,>300 and <=400,N
c-8,c-10,c-4,AA,BOS,MIA,>1000 and <=1500,Y
c-1,c-30,c-7,NW,HNL,SEA,>1500,N
c-8,c-31,c-4,YV,ROA,IAD,<=200,Y
c-10,c-12,c-3,OO,MRY,SFO,<=200,Y
c-5,c-30,c-1,FL,BWI,ROC,>200 and <=300,N
c-2,c-14,c-1,FL,BWI,MCO,>700 and <=1000,N
c-2,c-22,c-2,WN,BWI,HOU,>1000 and <=1500,N
c-9,c-20,c-3,WN,OAK,BUR,>300 and <=400,N
c-12,c-26,c-1,OH,LGA,RDU,>400 and <=500,Y
c-2,c-17,c-4,HP,PHX,PDX,>1000 and <=1500,N
c-1,c-25,c-3,UA,DEN,ONT,>700 and <=1000,N
c-10,c-24,c-1,MQ,FWA,ORD,<=200,N
c-7,c-11,c-1,WN,LAX,SMF,>300 and <=400,Y
c-8,c-28,c-7,NW,SAN,MSP,>1500,N
c-2,c-19,c-6,DL,PHX,ATL,>1500,N
c-7,c-5,c-2,FL,ATL,LGA,>700 and <=1000,N
c-7,c-28,c-4,XE,IAD,EWR,>200 and <=300,N
c-4,c-24,c-1,EV,VLD,ATL,>200 and <=300,N
c-7,c-19,c-2,WN,OAK,PDX,>500 and <=600,N
c-2,c-13,c-7,AS,SJC,SEA,>600 and <=700,Y
c-5,c-22,c-1,WN,CLE,MDW,>300 and <=400,N
c-5,c-3,c-2,WN,RNO,LAX,>300 and <=400,N
c-9,c-13,c-3,F9,MCO,DEN,>1500,N
c-12,c-13,c-3,WN,LAS,OAK,>400 and <=500,N
c-3,c-16,c-4,WN,PDX,GEG,>200 and <=300,Y
c-4,c-17,c-7,WN,PDX,MCI,>1000 and <=1500,N
c-6,c-12,c-1,DL,LGA,BOS,<=200,N
c-6,c-1,c-3,FL,DFW,ATL,>700 and <=1000,Y
c-3,c-1,c-3,AS,SJC,SEA,>600 and <=700,N
c-12,c-22,c-5,UA,ORD,DCA,>600 and <=700,Y
c-4,c-5,c-3,WN,DAL,MSY,>400 and <=500,N
c-11,c-17,c-4,US,FLL,DCA,>700 and <=1000,N
c-2,c-11,c-6,WN,MDW,SLC,>1000 and <=1500,Y
c-9,c-4,c-1,OO,IPL,LAX,<=200,N
c-12,c-28,c-4,DL,SDF,ATL,>300 and <=400,N
c-7,c-1,c-5,NW,MSP,DTW,>500 and <=600,N
c-12,c-31,c-6,UA,BOI,DEN,>600 and <=700,Y
c-1,c-5,c-3,DH,RDU,IAD,>200 and <=300,Y
c-2,c-14,c-1,WN,TUS,ABQ,>300 and <=400,N
c-11,c-24,c-4,FL,MCO,ATL,>400 and <=500,N
c-5,c-26,c-4,XE,CLE,MDT,>200 and <=300,N
c-1,c-2,c-7,MQ,SJC,SNA,>300 and <=400,N
c-10,c-26,c-3,WN,ORF,BWI,<=200,N
c-9,c-7,c-3,DL,SAV,ATL,>200 and <=300,N
c-1,c-5,c-4,XE,MCI,CLE,>600 and <=700,N
c-5,c-24,c-2,DL,LAX,JFK,>1500,N
c-4,c-24,c-1,AA,PHX,ORD,>1000 and <=1500,Y
c-10,c-6,c-4,CO,EWR,DFW,>1000 and <=1500,N
c-11,c-8,c-3,MQ,ORD,MSN,<=200,N
c-10,c-12,c-3,EV,ATL,BQK,>200 and <=300,N
c-5,c-4,c-4,UA,LAS,IAD,>1500,Y
c-8,c-8,c-2,WN,LAS,TUL,>1000 and <=1500,N
c-7,c-28,c-4,WN,SAN,ABQ,>600 and <=700,N
c-11,c-2,c-3,EV,ATL,ABE,>600 and <=700,Y
c-3,c-9,c-4,AA,DFW,SFO,>1000 and <=1500,N
c-9,c-14,c-3,AA,PHX,DFW,>700 and <=1000,N
c-7,c-3,c-1,WN,LAX,RNO,>300 and <=400,N
c-7,c-31,c-7,AA,ORD,DEN,>700 and <=1000,Y
c-8,c-29,c-1,DL,LGA,MCO,>700 and <=1000,N
c-2,c-1,c-2,DL,MCI,CVG,>500 and <=600,N
c-12,c-20,c-2,WN,ABQ,DAL,>500 and <=600,Y
c-3,c-26,c-7,MQ,DFW,MSP,>700 and <=1000,N
c-6,c-12,c-7,NW,SLC,MSP,>700 and <=1000,N
c-9,c-2,c-5,UA,DEN,CLE,>1000 and <=1500,Y
c-4,c-21,c-4,B6,RSW,BOS,>1000 and <=1500,N
c-9,c-29,c-5,AA,DFW,DEN,>600 and <=700,N
c-8,c-5,c-6,DL,BWI,SLC,>1500,N
c-12,c-4,c-7,AA,DFW,TUS,>700 and <=1000,N
c-7,c-19,c-2,WN,PVD,MCO,>1000 and <=1500,N
c-7,c-27,c-4,MQ,DFW,XNA,>200 and <=300,Y
c-5,c-2,c-2,OH,MEM,CVG,>400 and <=500,N
c-11,c-30,c-3,UA,ORD,OGG,>1500,N
c-8,c-18,c-5,AS,JNU,SIT,<=200,Y
c-3,c-22,c-2,AA,DFW,DCA,>1000 and <=1500,N
c-12,c-23,c-6,UA,SFO,DEN,>700 and <=1000,N
c-4,c-2,c-7,AA,MIA,DFW,>1000 and <=1500,N
c-7,c-8,c-5,FL,ATL,PIT,>500 and <=600,N
c-12,c-28,c-4,MQ,LGA,RDU,>400 and <=500,N
c-3,c-10,c-4,XE,EWR,MSP,>1000 and <=1500,N
c-2,c-28,c-2,XE,EWR,ROC,>200 and <=300,Y
c-1,c-14,c-6,WN,SMF,LAX,>300 and <=400,N
c-6,c-25,c-6,NW,SEA,MEM,>1500,N
c-2,c-26,c-6,OH,CVG,MIA,>700 and <=1000,N
c-2,c-25,c-5,MQ,LGA,BOS,<=200,N
c-8,c-6,c-6,XE,TPA,CLE,>700 and <=1000,N
c-2,c-6,c-7,WN,PVD,BWI,>300 and <=400,N
c-9,c-6,c-3,AA,STL,LAS,>1000 and <=1500,Y
c-8,c-2,c-2,US,DCA,JAX,>600 and <=700,N
c-10,c-1,c-7,NW,LAX,MKE,>1500,N
c-8,c-22,c-1,AA,DFW,DAY,>700 and <=1000,N
c-11,c-24,c-5,DL,FLL,ATL,>500 and <=600,N
c-10,c-22,c-6,XE,MHT,EWR,>200 and <=300,Y
c-4,c-29,c-5,DL,HNL,ATL,>1500,N
c-2,c-25,c-5,AS,LAX,SEA,>700 and <=1000,N
c-6,c-16,c-5,AA,DFW,TPA,>700 and <=1000,Y
c-2,c-27,c-1,UA,LAX,SFO,>300 and <=400,Y
c-4,c-5,c-3,EV,LFT,ATL,>500 and <=600,N
c-8,c-17,c-4,DL,ATL,CLT,>200 and <=300,N
c-8,c-16,c-2,XE,XNA,IAH,>400 and <=500,Y
c-2,c-2,c-4,AA,OKC,DFW,<=200,N
